,vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,km_per_year,power_to_engine_ratio,efficiency_score,is_premium_brand,is_popular_brand,brand_encoded,seller_type_encoded,fuel_type_encoded,transmission_type_encoded,age_category_encoded,mileage_category_encoded,engine_category_encoded,power_category_encoded,fuel_efficiency_encoded
110,6,35000,19.44,1198,67.0,7,400000,5000.0,0.05587989991659716,16.22704507512521,0,0,13,1,0,0,1,1,1,0,1
111,6,48000,19.87,1461,83.8,5,600000,6857.142857142857,0.0573187414500684,13.600273785078713,0,0,13,1,0,0,1,1,1,1,1
112,3,18000,18.7,1199,88.7,5,600000,4500.0,0.07391666666666667,15.596330275229356,0,0,13,1,0,0,0,0,1,1,1
113,9,57413,14.4,998,61.7,5,270000,5741.3,0.06176176176176176,14.428857715430862,0,0,13,1,0,0,2,1,0,0,0
114,6,30000,18.6,1197,81.83,5,500000,4285.714285714285,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,0,1,1,1
115,6,55000,23.9,1582,126.2,5,650000,7857.142857142857,0.07972204674668351,15.107458912768646,0,0,13,1,0,0,1,1,2,2,2
116,3,10000,21.21,1197,81.8,5,660000,2500.0,0.0682804674457429,17.719298245614034,0,0,13,1,0,0,0,0,1,1,2
117,6,65000,28.4,1248,74.0,5,495000,9285.714285714286,0.059247397918334666,22.756410256410255,0,0,13,1,0,0,1,2,1,0,3
118,5,25000,18.9,1197,82.0,5,475000,4166.666666666667,0.06844741235392321,15.789473684210524,0,0,13,1,0,0,1,0,1,1,1
119,6,70000,20.73,1373,91.1,5,530000,10000.0,0.0663027656477438,15.098324836125274,0,0,13,1,0,0,1,2,1,1,2
120,5,9500,23.84,1199,84.0,5,530000,1583.3333333333333,0.07,19.88323603002502,0,0,13,1,0,0,1,0,1,1,2
121,6,9100,17.01,1591,121.3,5,650000,1300.0,0.07619346733668342,10.691389063482088,0,0,13,1,0,0,1,0,2,1,1
122,11,86000,17.0,1497,118.0,5,335000,7166.666666666667,0.0787716955941255,11.356045424181696,0,0,13,1,0,0,2,2,1,1,1
123,10,60000,20.0,1399,68.0,5,300000,5454.545454545455,0.04857142857142857,14.295925661186562,0,0,13,1,0,0,2,1,1,0,1
124,2,7883,21.5,1197,81.8,5,550000,2627.6666666666665,0.0682804674457429,17.96157059314954,0,0,13,1,0,0,0,0,1,1,2
125,8,50205,23.4,1248,74.0,5,390000,5578.333333333333,0.059247397918334666,18.75,0,0,13,1,0,0,2,1,1,0,2
126,4,58000,24.7,1047,69.0,5,395000,11600.0,0.06583969465648855,23.591212989493794,0,0,13,1,0,0,1,1,1,0,2
127,3,15000,22.0,1197,81.8,5,650000,3750.0,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,0,0,1,1,2
128,5,71245,28.4,1248,74.0,5,375000,11874.166666666666,0.059247397918334666,22.756410256410255,0,0,13,1,0,0,1,2,1,0,3
129,3,20000,23.95,998,67.05,5,360000,5000.0,0.06711711711711711,23.997995991983966,0,0,13,1,0,0,0,0,0,0,2
130,1,8700,21.63,998,67.04,5,505000,4350.0,0.06710710710710711,21.673346693386772,0,0,13,1,0,0,0,0,0,0,2
131,2,25000,24.7,796,47.3,5,310000,8333.333333333334,0.059347553324968626,31.03015075376884,0,0,13,1,0,0,0,0,0,0,2
132,6,42000,18.6,1197,81.86,5,545000,6000.0,0.068330550918197,15.538847117794486,0,0,13,1,0,0,1,1,1,1,1
133,3,50000,21.4,1197,83.1,5,580000,12500.0,0.06936560934891485,17.878028404344192,0,0,13,1,0,0,0,1,1,1,2
134,10,58000,18.9,998,67.1,5,250000,5272.727272727273,0.06716716716716715,18.937875751503004,0,0,13,1,0,0,2,1,0,0,1
135,4,36000,17.43,1396,105.5,5,650000,7200.0,0.07551896921975662,12.48567335243553,0,0,13,1,0,0,1,1,1,1,1
136,3,30000,25.47,1248,88.5,7,410000,7500.0,0.07085668534827862,20.408653846153847,0,0,13,1,0,0,0,0,1,1,3
137,3,7500,23.0,1498,98.96,5,890000,1875.0,0.06601734489659773,15.353805073431241,0,0,13,1,0,0,0,0,1,1,2
138,9,74000,20.0,1399,68.05,5,185000,7400.0,0.048607142857142856,14.295925661186562,0,0,13,1,0,0,2,2,1,0,1
139,6,50000,18.6,1197,81.83,5,450000,7142.857142857143,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,1,1,1,1
140,4,100000,21.4,1197,83.1,5,600000,20000.0,0.06936560934891485,17.878028404344192,0,0,13,1,0,0,1,2,1,1,2
141,7,35000,23.1,998,67.04,5,320000,4375.0,0.06710710710710711,23.146292585170343,0,0,13,1,0,0,1,1,0,0,2
142,5,50000,21.19,1396,88.73,5,700000,8333.333333333334,0.06351467430207589,15.179083094555876,0,0,13,1,0,0,1,1,1,1,2
143,3,10000,18.16,1196,86.8,5,630000,2500.0,0.07251461988304093,15.183946488294316,0,0,13,1,0,0,0,0,1,1,1
144,5,10370,22.74,796,47.3,5,320000,1728.3333333333333,0.059347553324968626,28.567839195979897,0,0,13,1,0,0,1,0,0,0,2
145,8,62000,16.8,1497,116.3,5,465000,6888.888888888889,0.07763684913217624,11.222444889779558,0,0,13,1,0,0,2,2,1,1,1
146,5,40000,18.6,1197,81.83,5,550000,6666.666666666667,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,1,1,1,1
147,4,60000,22.0,1197,81.8,5,445000,12000.0,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,1,1,1,1,2
148,7,63000,26.0,1498,98.6,5,475000,7875.0,0.0657771847898599,17.356475300400533,0,0,13,1,0,0,1,2,1,1,3
149,10,55000,16.9,1497,100.0,5,350000,5000.0,0.06675567423230974,11.289245156980627,0,0,13,1,0,0,2,1,1,1,1
150,5,11000,18.6,1197,81.83,5,575000,1833.3333333333333,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,0,1,1,1
151,4,17000,23.01,999,67.0,5,360000,3400.0,0.067,23.033033033033036,0,0,13,1,0,0,1,0,0,0,2
152,4,25000,24.7,796,47.3,5,275000,5000.0,0.059347553324968626,31.03015075376884,0,0,13,1,0,0,1,0,0,0,2
153,5,33350,19.44,1198,67.0,7,320000,5558.333333333333,0.05587989991659716,16.22704507512521,0,0,13,1,0,0,1,1,1,0,1
154,6,62000,18.9,1197,82.0,5,370000,8857.142857142857,0.06844741235392321,15.789473684210524,0,0,13,1,0,0,1,2,1,1,1
155,12,59000,17.5,1298,85.8,5,275000,4538.461538461538,0.06605080831408776,13.482280431432974,0,0,13,1,0,0,2,1,1,1,1
156,7,86113,17.4,1497,117.3,5,550000,10764.125,0.07830440587449933,11.62324649298597,0,0,13,1,0,0,1,2,1,1,1
157,3,10000,28.4,1248,74.02,5,750000,2500.0,0.05926341072858286,22.756410256410255,0,0,13,1,0,0,0,0,1,0,3
158,6,92537,20.51,998,67.04,5,272000,13219.57142857143,0.06710710710710711,20.55110220440882,0,0,13,1,0,0,1,2,0,0,2
159,2,27645,28.09,1248,88.5,5,951000,9215.0,0.07085668534827862,22.50801282051282,0,0,13,1,0,0,0,0,1,1,3
160,8,46242,20.92,998,67.1,5,280000,5138.0,0.06716716716716715,20.96192384769539,0,0,13,1,0,0,2,1,0,0,2
161,8,70000,16.8,1497,116.3,5,545000,7777.777777777777,0.07763684913217624,11.222444889779558,0,0,13,1,0,0,2,2,1,1,1
162,1,6000,22.3,799,53.26,5,450000,3000.0,0.066575,27.909887359198997,0,0,13,1,0,0,0,0,0,0,2
163,4,64000,18.6,1197,81.83,5,480000,12800.0,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,2,1,1,1
164,8,26200,22.74,796,47.3,5,235000,2911.1111111111113,0.059347553324968626,28.567839195979897,0,0,13,1,0,0,2,0,0,0,2
165,4,25000,21.4,1197,83.1,5,590000,5000.0,0.06936560934891485,17.878028404344192,0,0,13,1,0,0,1,0,1,1,2
166,13,80000,17.92,1086,62.1,5,110000,5714.285714285715,0.05712971481140754,16.500920810313076,0,0,13,1,0,0,3,2,1,0,1
167,3,25000,17.4,1497,117.3,5,750000,6250.0,0.07830440587449933,11.62324649298597,0,0,13,1,0,0,0,0,1,1,1
168,6,36000,18.9,1197,81.86,5,400000,5142.857142857143,0.068330550918197,15.789473684210524,0,0,13,1,0,0,1,1,1,1,1
169,6,40000,26.59,1248,74.0,5,530000,5714.285714285715,0.059247397918334666,21.306089743589745,0,0,13,1,0,0,1,1,1,0,3
170,3,30038,25.17,799,53.3,5,295000,7509.5,0.06662499999999999,31.501877346683354,0,0,13,1,0,0,0,1,0,0,3
171,4,53000,27.28,1047,69.0,5,370000,10600.0,0.06583969465648855,26.05539637058262,0,0,13,1,0,0,1,1,1,0,3
172,3,5000,21.21,1197,81.8,5,530000,1250.0,0.0682804674457429,17.719298245614034,0,0,13,1,0,0,0,0,1,1,2
173,4,35000,24.04,999,67.0,5,350000,7000.0,0.067,24.064064064064063,0,0,13,1,0,0,1,1,0,0,2
174,8,62000,22.7,1498,89.84,5,470000,6888.888888888889,0.05993328885923949,15.153538050734312,0,0,13,1,0,0,2,2,1,1,2
175,6,42000,25.83,1498,99.0,5,390000,6000.0,0.06604402935290193,17.242990654205606,0,0,13,1,0,0,1,1,1,1,3
176,7,45000,22.32,1582,126.32,5,635000,5625.0,0.07979785217940619,14.108723135271807,0,0,13,1,0,0,1,1,2,2,2
177,3,12000,24.7,796,47.3,5,300000,3000.0,0.059347553324968626,31.03015075376884,0,0,13,1,0,0,0,0,0,0,2
178,3,12000,18.0,1497,117.6,5,960000,3000.0,0.07850467289719626,12.024048096192384,0,0,13,1,0,0,0,0,1,1,1
179,3,15000,24.3,1248,88.5,5,750000,3750.0,0.07085668534827862,19.471153846153847,0,0,13,1,0,0,0,0,1,1,2
180,10,63000,16.47,1198,73.9,5,249000,5727.272727272727,0.06163469557964971,13.747913188647745,0,0,13,1,0,0,2,2,1,0,1
181,7,120000,22.32,1582,126.32,5,610000,15000.0,0.07979785217940619,14.108723135271807,0,0,13,1,0,0,1,3,2,2,2
182,5,78247,21.7,1498,98.96,5,545000,13041.166666666666,0.06601734489659773,14.485981308411214,0,0,13,1,0,0,1,2,1,1,2
183,8,113000,22.32,1582,126.3,5,480000,12555.555555555555,0.07978521794061907,14.108723135271807,0,0,13,1,0,0,2,3,2,2,2
184,7,52000,18.6,1197,81.83,5,395000,6500.0,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,1,1,1,1
185,4,90000,18.9,1197,82.0,5,470000,18000.0,0.06844741235392321,15.789473684210524,0,0,13,1,0,0,1,2,1,1,1
186,10,98000,22.07,1199,73.9,5,200000,8909.09090909091,0.06158333333333334,18.407005838198497,0,0,13,1,0,0,2,2,1,0,2
187,5,20000,21.19,1396,88.73,5,699000,3333.3333333333335,0.06351467430207589,15.179083094555876,0,0,13,1,0,0,1,0,1,1,2
188,7,21717,20.51,998,67.04,5,340000,2714.625,0.06710710710710711,20.55110220440882,0,0,13,1,0,0,1,0,0,0,2
189,7,40000,20.45,1461,83.8,5,500000,5000.0,0.0573187414500684,13.997262149212867,0,0,13,1,0,0,1,1,1,1,2
190,4,50000,17.14,1497,117.6,5,1050000,10000.0,0.07850467289719626,11.449565798263192,0,0,13,1,0,0,1,1,1,1,1
191,5,90000,19.6,1461,108.45,5,600000,15000.0,0.07417920656634747,13.415468856947296,0,0,13,1,0,0,1,2,1,1,1
192,4,27876,20.4,1197,81.8,5,491000,5575.2,0.0682804674457429,17.042606516290725,0,0,13,1,0,0,1,0,1,1,2
193,13,57215,20.36,1197,78.9,5,160000,4086.785714285714,0.06585976627712856,17.009189640768586,0,0,13,1,0,0,3,1,1,1,2
194,2,5400,18.27,998,118.35,5,985000,1800.0,0.11846846846846847,18.306613226452907,0,0,13,1,0,0,0,0,0,1,1
195,7,60000,23.4,1248,74.0,5,500000,7500.0,0.059247397918334666,18.75,0,0,13,1,0,0,1,1,1,0,2
196,4,24800,23.84,1199,84.0,5,335000,4960.0,0.07,19.88323603002502,0,0,13,1,0,0,1,0,1,1,2
197,16,70000,19.7,796,46.3,5,85000,4117.64705882353,0.05809284818067754,24.748743718592962,0,0,13,1,0,0,3,2,0,0,1
198,3,20000,17.1,1199,88.51,5,740000,5000.0,0.07375833333333334,14.26188490408674,0,0,13,1,0,0,0,0,1,1,1
199,8,34553,22.0,1197,81.8,5,375000,3839.222222222222,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,2,1,1,1,2
200,3,40000,24.3,1248,88.5,5,810000,10000.0,0.07085668534827862,19.471153846153847,0,0,13,1,0,0,0,1,1,1,2
